OBJECTID,CT2010,TOTHHS,CV_HHS,PCT_BA,CV_BA,PCT_FB,CV_FB,PCTENGL_LT,CV_ENGL_LT,PCTSPANENG,CV_SPAN_EN,PCTUMPLD,CV_UMPLD,MEDHHINC,CV_MEDINC,PCTSNAP,CV_SNAP,PCTNOHLTH,CV_NOHLTH,PCTFAMRELC,CV_POPFAMC,POV_POP,CV_POVPOP,PERLT18_PO,CV_PERLT18,POV_65UP,CV_POV65UP,REPORT_1,REPORT_2,REPORT_3,REPORT_4,XLS_1,XLS_2,XLS_3,XLS_4
1308,24003731105,1256,3.000794,42.2,9.651536,5.2,33.902268,3.7,59.147293,1.3,98.199673,6.2,38.239043,90185,16.794253,4.5,41.877744,8.9,23.906287,4.5,52.684904,5.3,47.026438,3.1,72.556133,0.7,130.264872,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003731105.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003731105.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003731105.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003731105.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003731105.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003731105.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003731105.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003731105.xlsx
1309,24003731104,1415,2.233989,41.5,11.279159,3.5,46.895354,2.4,48.125633,2.1,55.000724,4,36.474164,102689,8.82175,7.1,52.228263,5.6,40.165002,0,-999,0.4,91.18541,0,-999,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003731104.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003731104.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003731104.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003731104.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003731104.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003731104.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003731104.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003731104.xlsx
1310,24003731004,1558,3.394579,39.3,8.971593,5.7,38.393857,1.3,60.790274,0.8,83.586626,3.3,40.526849,95479,6.643833,9.2,29.734373,5.2,49.099836,1.4,108.55406,3.1,33.336602,2.2,105.001382,21.1,33.13214,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003731004.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003731004.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003731004.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003731004.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003731004.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003731004.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003731004.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003731004.xlsx
1311,24003731003,1590,2.332205,49.2,8.525465,5.1,29.799154,1.2,50.658561,0.2,121.580547,8.1,33.772374,103571,8.511847,3.6,62.478892,9.7,31.335193,0,-999,0.7,60.790274,0,-999,2.4,91.18541,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003731003.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003731003.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003731003.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003731003.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003731003.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003731003.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003731003.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003731003.xlsx
1312,24003740305,3998,2.782546,45.6,7.865408,13,17.769465,2.8,30.395137,1,60.790274,6.5,26.186579,90639,5.151536,4.5,37.825059,5.8,24.106488,10.9,34.577954,8.4,28.224056,11.1,35.597908,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003740305.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003740305.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003740305.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003740305.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003740305.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003740305.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003740305.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003740305.xlsx
1313,24003740701,2677,2.497919,46.9,8.554708,4.6,43.610414,0.4,106.382979,0.4,106.382979,4.6,44.931941,93692,8.910396,3.4,60.790274,4.7,41.389122,15,49.848024,9.8,40.940388,22.8,50.925185,4.5,67.544748,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003740701.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003740701.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003740701.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003740701.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003740701.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003740701.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003740701.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003740701.xlsx
1314,24003740304,1532,6.705977,44.4,11.774693,5,31.610942,2.4,37.993921,0.6,81.053698,8.8,25.559547,88519,17.437226,3,72.948328,6,34.447822,0,-999,6.5,47.696984,1.9,86.386178,17.9,62.827936,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003740304.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003740304.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003740304.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003740304.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003740304.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003740304.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003740304.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003740304.xlsx
1315,24003980000,4,75.987842,26.7,58.285805,4.8,163.37386,0,-999,0,-999,0,-999,-999,-999,0,-999,0,-999,0,-999,0,-999,0,-999,-999,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003980000.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003980000.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003980000.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003980000.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003980000.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003980000.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003980000.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003980000.xlsx
1316,24003702208,2580,3.157324,58.3,7.611818,11.8,21.637216,4,30.395137,0.1,121.580547,2.3,34.35972,110221,10.396907,0.9,94.562648,3.8,49.592065,0,-999,0.9,54.035799,0,-999,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003702208.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003702208.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003702208.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003702208.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003702208.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003702208.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003702208.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003702208.xlsx
1317,24003751700,936,3.572078,50,9.483283,4.8,24.062817,0.8,68.389058,0.5,85.106383,4.3,36.75691,163125,8.54101,5.3,48.173424,5.3,40.14452,2,97.264438,1.7,53.638477,2.2,93.948605,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003751700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003751700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003751700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003751700.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003751700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003751700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003751700.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003751700.xlsx
1318,24003751600,2432,3.449448,40.3,7.693062,5.2,23.380874,0.6,60.790274,0.4,75.987842,5,60.790274,70259,10.199344,4.3,55.135364,3.1,60.790274,3.7,101.864783,5.4,37.149612,2.1,101.317123,4.6,35.681248,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003751600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003751600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003751600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003751600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003751600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003751600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003751600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003751600.xlsx
1319,24003751400,1487,3.393136,27.2,11.174683,7.6,30.395137,3.6,32.083755,1.1,49.737497,6.7,30.848796,103250,5.511455,3.2,43.693009,9.8,22.95143,6.8,53.638477,5.7,36.260865,8.8,55.954684,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003751400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003751400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003751400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003751400.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003751400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003751400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003751400.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003751400.xlsx
1320,24003751200,1491,3.506347,24.7,14.766868,1.5,85.106383,0.1,121.580547,0,-999,13.9,31.051147,71853,22.057022,6.8,42.910781,9.4,38.155597,11.1,54.218352,12.3,26.688413,14.2,51.800163,20.6,31.57553,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003751200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003751200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003751200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003751200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003751200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003751200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003751200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003751200.xlsx
1321,24003751500,2475,3.856191,20.3,22.160001,25.3,15.858332,10.2,24.435306,9.5,25.595905,9.7,37.602231,69707,6.769106,1.7,64.366172,9.4,31.041842,5.1,71.517969,6.5,32.733224,4.9,66.993363,3.6,89.496792,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24003751500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24003751500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24003751500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24003751500.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24003751500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24003751500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24003751500.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24003751500.xlsx
1322,24009860502,1138,4.861085,31.2,12.080118,5.5,22.105554,2.6,39.747487,2.3,44.931941,9.8,31.635755,96053,5.271912,6.4,48.442249,5.2,29.226093,7.9,57.712285,6.1,33.883103,9.3,49.678073,0,-999,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860502.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860502.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860502.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860502.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860502.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860502.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860502.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860502.xlsx
1323,24009860600,2371,2.333157,39.5,9.849563,2.5,36.474164,1,66.869301,0.2,60.790274,8,29.635258,129497,6.327499,5.5,39.789997,3,40.526849,2,100.303951,3,40.526849,2.2,77.369439,5.7,67.18925,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860600.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860600.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860600.xlsx
1324,24009860801,2153,3.981156,35.5,7.363329,2,45.592705,0.6,101.317123,0.6,101.317123,11.7,19.74385,113368,9.422471,6.3,32.807449,6.3,25.088049,2.1,75.264148,2.7,47.281324,2.6,81.833061,0.4,167.173252,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860801.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860801.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860801.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860801.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860801.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860801.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860801.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860801.xlsx
1325,24009860802,1684,5.198218,28.7,10.59064,1.5,44.579534,0.7,69.474598,0.7,69.474598,3.5,34.737299,94766,7.054971,4.7,36.215482,8.6,24.740228,5.5,74.053606,6.2,38.239043,5.8,80.704329,8.9,59.4242,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860802.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860802.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860802.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860802.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860802.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860802.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860802.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860802.xlsx
1326,24009860401,3696,3.421098,28.5,9.598464,2.1,28.947749,0.5,48.632219,0.2,60.790274,6.9,17.620369,91238,4.440772,7.4,31.216627,6.9,19.382406,11.2,37.451151,7.9,29.240891,12,42.553191,11.8,44.304776,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860401.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860401.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860401.xlsx
1327,24009861001,479,5.457164,40.5,13.659049,5.7,39.460353,2,66.869301,1.7,89.397461,4.6,39.645831,107930,5.810363,1.3,65.466448,2.8,47.763786,4.3,87.651092,2.4,55.724417,2.3,95.149993,4.2,72.369373,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009861001.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009861001.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009861001.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009861001.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009861001.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009861001.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009861001.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009861001.xlsx
1328,24009860900,2745,4.318435,31.7,9.971906,3.2,34.194529,0.7,60.790274,0.7,60.790274,8.8,37.303122,87279,4.285596,9.5,29.43529,8.9,21.17414,4.2,79.606311,6.5,35.538929,7.8,70.921986,5.5,55.263885,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860900.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860900.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860900.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860900.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860900.xlsx
1329,24009860200,2030,2.814919,34.7,9.460158,4.2,31.842524,2.3,47.574997,0.4,60.790274,3.7,34.502588,115990,4.680206,3,48.632219,5.1,30.99112,0,-999,2.3,37.002775,0,-999,7.8,51.437924,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860200.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860200.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860200.xlsx
1330,24009860102,979,4.408692,31.4,14.51997,5.1,44.102747,2.6,49.099836,2.6,49.099836,5.8,36.683786,102321,13.530932,0.8,83.586626,1.9,54.391297,0.9,141.843972,1.5,60.790274,1.4,95.527573,1.8,108.071597,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860102.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860102.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860102.xlsx
1331,24009860300,1305,4.006102,29.5,13.806605,1.7,78.669766,0.7,95.527573,0.7,95.527573,6.9,22.90648,112871,6.852916,2,54.711246,2.8,32.566218,0,-999,1.9,41.593345,0.7,95.527573,2.6,112.228197,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860300.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860300.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860300.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860300.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860300.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860300.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860300.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860300.xlsx
1332,24009860701,955,6.238164,18.1,17.464609,5.2,30.395137,3.1,49.024414,1.8,70.921986,5.9,36.062027,88083,11.720087,7.5,41.337386,10.7,24.429736,4.7,82.778245,6.3,35.702224,2,94.224924,6.7,47.180511,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860701.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860701.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860701.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860701.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860701.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860701.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860701.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860701.xlsx
1333,24009860501,1856,3.111571,37.4,8.939746,4.5,32.421479,0.5,72.948328,0.2,121.580547,5.9,26.788934,127159,3.222158,4.6,34.35972,6.8,25.925264,1.4,91.18541,1.3,46.761749,0.7,95.527573,5.5,54.158607,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_demo_2013/24009860501.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_econ_2013/24009860501.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_housing_2013/24009860501.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/pdfs/acs_socio_2013/24009860501.pdf,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_demo_2013/24009860501.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_econ_2013/24009860501.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_housing_2013/24009860501.xlsx,http://mdpgis.mdp.state.md.us/acs_with_cv/xlsx/acs_socio_2013/24009860501.xlsx
